frozenset(['paralog04', 'paralog15'])	[(3, 0.5037593984962406), (7, 0.1611170784103115), (2, 0.12459720730397422), (6, 0.11385606874328678), (4, 0.079484425349087), (5, 0.01611170784103115), (8, 0.0010741138560687433)]
frozenset(['paralog14', 'paralog01'])	[(4, 0.9125628140703518), (5, 0.06532663316582915), (3, 0.020100502512562814), (6, 0.0020100502512562816)]
frozenset(['paralog06', 'paralog11'])	[(4, 0.7329059829059829), (5, 0.2532051282051282), (6, 0.008547008547008548), (7, 0.004273504273504274), (3, 0.0010683760683760685)]
frozenset(['paralog06', 'paralog02'])	[(4, 0.733402489626556), (5, 0.23340248962655602), (6, 0.023858921161825725), (7, 0.005186721991701245), (3, 0.004149377593360996)]
frozenset(['paralog06', 'paralog01'])	[(4, 0.7181347150259068), (5, 0.22383419689119172), (6, 0.027979274611398965), (7, 0.017616580310880828), (3, 0.007253886010362694), (8, 0.0051813471502590676)]
frozenset(['paralog05', 'paralog03'])	[(4, 0.650319829424307), (5, 0.26439232409381663), (6, 0.07249466950959488), (3, 0.008528784648187633), (7, 0.0042643923240938165)]
frozenset(['paralog08', 'paralog03'])	[(4, 0.6545842217484008), (5, 0.26439232409381663), (6, 0.07356076759061833), (7, 0.006396588486140725), (3, 0.0010660980810234541)]
frozenset(['paralog03', 'paralog02'])	[(4, 0.6684491978609626), (5, 0.2288770053475936), (6, 0.06951871657754011), (7, 0.019251336898395723), (3, 0.006417112299465241), (8, 0.0042780748663101605), (9, 0.0032085561497326204)]
frozenset(['paralog01', 'paralog03'])	[(4, 0.655982905982906), (5, 0.2222222222222222), (6, 0.07371794871794872), (7, 0.026709401709401708), (8, 0.007478632478632479), (3, 0.00641025641025641), (9, 0.004273504273504274), (10, 0.003205128205128205)]
frozenset(['paralog04', 'paralog02'])	[(5, 0.5092783505154639), (4, 0.48041237113402063), (6, 0.010309278350515464)]
frozenset(['paralog07', 'paralog02'])	[(5, 0.5170278637770898), (4, 0.4726522187822497), (6, 0.010319917440660475)]
frozenset(['paralog15', 'paralog01'])	[(5, 0.3533834586466165), (6, 0.3029001074113856), (4, 0.23093447905477982), (3, 0.10204081632653061), (7, 0.010741138560687433)]
frozenset(['paralog06', 'paralog10'])	[(5, 0.6410256410256411), (6, 0.18803418803418803), (4, 0.1014957264957265), (3, 0.0641025641025641), (7, 0.003205128205128205), (8, 0.002136752136752137)]
frozenset(['paralog15', 'paralog06'])	[(6, 0.3308189655172414), (7, 0.2801724137931034), (3, 0.1875), (2, 0.11745689655172414), (5, 0.05818965517241379), (8, 0.016163793103448277), (4, 0.009698275862068966)]
frozenset(['paralog05', 'paralog11'])	[(5, 0.7361111111111112), (6, 0.24572649572649571), (4, 0.011752136752136752), (7, 0.005341880341880342), (8, 0.0010683760683760685)]
frozenset(['paralog05', 'paralog02'])	[(5, 0.7385892116182573), (6, 0.22302904564315354), (4, 0.016597510373443983), (7, 0.016597510373443983), (8, 0.005186721991701245)]
frozenset(['paralog08', 'paralog11'])	[(5, 0.7425213675213675), (6, 0.24572649572649571), (7, 0.008547008547008548), (4, 0.002136752136752137), (8, 0.0010683760683760685)]
frozenset(['paralog08', 'paralog02'])	[(5, 0.745850622406639), (6, 0.22821576763485477), (7, 0.016597510373443983), (8, 0.005186721991701245), (4, 0.004149377593360996)]
frozenset(['paralog14', 'paralog06'])	[(5, 0.703125), (6, 0.275), (4, 0.013541666666666667), (7, 0.008333333333333333)]
frozenset(['paralog11', 'paralog02'])	[(5, 0.7481243301178992), (6, 0.21007502679528403), (7, 0.027867095391211148), (8, 0.006430868167202572), (4, 0.004287245444801715), (9, 0.003215434083601286)]
frozenset(['paralog05', 'paralog01'])	[(5, 0.7233160621761658), (6, 0.2155440414507772), (7, 0.02072538860103627), (4, 0.01865284974093264), (8, 0.016580310880829015), (9, 0.0051813471502590676)]
frozenset(['paralog01', 'paralog08'])	[(5, 0.7295336787564767), (6, 0.21968911917098446), (7, 0.021761658031088083), (8, 0.016580310880829015), (4, 0.007253886010362694), (9, 0.0051813471502590676)]
frozenset(['paralog01', 'paralog11'])	[(5, 0.728051391862955), (6, 0.21199143468950749), (7, 0.032119914346895075), (8, 0.013918629550321198), (9, 0.006423982869379015), (4, 0.004282655246252677), (10, 0.0032119914346895075)]
frozenset(['paralog14', 'paralog03'])	[(5, 0.6395721925133689), (6, 0.2620320855614973), (7, 0.06417112299465241), (8, 0.019251336898395723), (4, 0.014973262032085561)]
frozenset(['paralog15', 'paralog03'])	[(6, 0.2874058127018299), (7, 0.25618945102260493), (3, 0.22497308934337998), (8, 0.06996770721205597), (5, 0.06350914962325081), (2, 0.05166846071044134), (9, 0.023681377825618945), (4, 0.02045209903121636), (10, 0.002152852529601722)]
frozenset(['paralog01', 'paralog13'])	[(6, 0.5430944963655244), (5, 0.4475597092419522), (7, 0.005192107995846314), (4, 0.004153686396677051)]
frozenset(['paralog05', 'paralog10'])	[(6, 0.6378205128205128), (7, 0.18055555555555555), (5, 0.10790598290598291), (4, 0.06837606837606838), (3, 0.002136752136752137), (8, 0.002136752136752137), (9, 0.0010683760683760685)]
frozenset(['paralog08', 'paralog10'])	[(6, 0.6442307692307693), (7, 0.18055555555555555), (5, 0.1047008547008547), (4, 0.06623931623931624), (8, 0.003205128205128205), (9, 0.0010683760683760685)]
frozenset(['paralog10', 'paralog02'])	[(6, 0.669882100750268), (7, 0.16613076098606644), (5, 0.10289389067524116), (4, 0.05037513397642015), (8, 0.00857449088960343), (9, 0.0021436227224008574)]
frozenset(['paralog06', 'paralog12'])	[(6, 0.6483870967741936), (7, 0.17634408602150536), (5, 0.17096774193548386), (8, 0.002150537634408602), (9, 0.002150537634408602)]
frozenset(['paralog06', 'paralog09'])	[(6, 0.656989247311828), (7, 0.1774193548387097), (5, 0.15698924731182795), (3, 0.002150537634408602), (4, 0.002150537634408602), (8, 0.002150537634408602), (9, 0.002150537634408602)]
frozenset(['paralog01', 'paralog10'])	[(6, 0.6605995717344754), (7, 0.16488222698072805), (5, 0.09957173447537473), (4, 0.044967880085653104), (8, 0.019271948608137045), (9, 0.008565310492505354), (10, 0.0021413276231263384)]
frozenset(['paralog05', 'paralog15'])	[(7, 0.33728448275862066), (8, 0.2790948275862069), (4, 0.1853448275862069), (3, 0.1206896551724138), (6, 0.059267241379310345), (9, 0.008620689655172414), (5, 0.005387931034482759), (2, 0.004310344827586207)]
frozenset(['paralog15', 'paralog08'])	[(7, 0.3308189655172414), (8, 0.28663793103448276), (4, 0.18857758620689655), (3, 0.1206896551724138), (6, 0.059267241379310345), (9, 0.008620689655172414), (5, 0.004310344827586207), (2, 0.0010775862068965517)]
frozenset(['paralog05', 'paralog14'])	[(6, 0.7083333333333334), (7, 0.26458333333333334), (5, 0.026041666666666668), (8, 0.0010416666666666667)]
frozenset(['paralog14', 'paralog08'])	[(6, 0.715625), (7, 0.26979166666666665), (5, 0.013541666666666667), (8, 0.0010416666666666667)]
frozenset(['paralog14', 'paralog11'])	[(6, 0.7063236870310825), (7, 0.24866023579849947), (8, 0.023579849946409433), (5, 0.021436227224008574)]
frozenset(['paralog15', 'paralog11'])	[(7, 0.3067814854682454), (8, 0.28955866523143164), (4, 0.23681377825618946), (6, 0.05597416576964478), (3, 0.05382131324004306), (9, 0.031216361679224973), (5, 0.023681377825618945), (10, 0.002152852529601722)]
frozenset(['paralog04', 'paralog01'])	[(6, 0.511340206185567), (7, 0.47525773195876286), (5, 0.007216494845360825), (8, 0.006185567010309278)]
frozenset(['paralog07', 'paralog01'])	[(6, 0.5036119711042312), (7, 0.48297213622291024), (5, 0.007223942208462332), (8, 0.006191950464396285)]
frozenset(['paralog06', 'paralog13'])	[(7, 0.7483940042826552), (6, 0.20663811563169165), (5, 0.021413276231263382), (8, 0.014989293361884369), (4, 0.008565310492505354)]
frozenset(['paralog13', 'paralog03'])	[(7, 0.6137339055793991), (6, 0.23927038626609443), (8, 0.07510729613733906), (9, 0.046137339055793994), (5, 0.019313304721030045), (4, 0.003218884120171674), (10, 0.003218884120171674)]
frozenset(['paralog14', 'paralog10'])	[(7, 0.6366559485530546), (8, 0.1939978563772776), (6, 0.1082529474812433), (5, 0.05359056806002144), (4, 0.0053590568060021436), (9, 0.0021436227224008574)]
frozenset(['paralog05', 'paralog12'])	[(7, 0.6440860215053763), (6, 0.18064516129032257), (8, 0.16774193548387098), (5, 0.005376344086021506), (9, 0.001075268817204301), (10, 0.001075268817204301)]
frozenset(['paralog05', 'paralog09'])	[(7, 0.6537634408602151), (8, 0.16881720430107527), (6, 0.16666666666666666), (5, 0.005376344086021506), (4, 0.002150537634408602), (3, 0.001075268817204301), (9, 0.001075268817204301), (10, 0.001075268817204301)]
frozenset(['paralog12', 'paralog08'])	[(7, 0.6516129032258065), (6, 0.1774193548387097), (8, 0.16774193548387098), (9, 0.002150537634408602), (10, 0.001075268817204301)]
frozenset(['paralog09', 'paralog08'])	[(7, 0.6612903225806451), (8, 0.16881720430107527), (6, 0.16236559139784945), (4, 0.0032258064516129032), (9, 0.002150537634408602), (5, 0.001075268817204301), (10, 0.001075268817204301)]
frozenset(['paralog15', 'paralog10'])	[(8, 0.3143164693218515), (5, 0.22282023681377824), (9, 0.22066738428417654), (7, 0.09903121636167922), (4, 0.0688912809472551), (6, 0.038751345532831), (3, 0.021528525296017224), (10, 0.013993541442411194)]
frozenset(['paralog12', 'paralog02'])	[(7, 0.6788793103448276), (6, 0.1540948275862069), (8, 0.15301724137931033), (9, 0.011853448275862068), (10, 0.0021551724137931034)]
frozenset(['paralog09', 'paralog02'])	[(7, 0.6918103448275862), (8, 0.15301724137931033), (6, 0.13685344827586207), (9, 0.011853448275862068), (4, 0.003232758620689655), (10, 0.0021551724137931034), (5, 0.0010775862068965517)]
frozenset(['paralog12', 'paralog01'])	[(7, 0.6770721205597416), (8, 0.147470398277718), (6, 0.14101184068891282), (9, 0.02045209903121636), (10, 0.011840688912809472), (11, 0.002152852529601722)]
frozenset(['paralog09', 'paralog01'])	[(7, 0.689989235737352), (8, 0.147470398277718), (6, 0.12378902045209902), (9, 0.02045209903121636), (10, 0.011840688912809472), (4, 0.0032292787944025836), (11, 0.002152852529601722), (5, 0.001076426264800861)]
frozenset(['paralog04', 'paralog06'])	[(8, 0.6801275239107333), (7, 0.28374070138150903), (6, 0.022316684378320937), (9, 0.012752391073326248), (5, 0.0010626992561105207)]
frozenset(['paralog07', 'paralog06'])	[(8, 0.6882978723404255), (7, 0.275531914893617), (6, 0.022340425531914895), (9, 0.01276595744680851), (5, 0.0010638297872340426)]
frozenset(['paralog05', 'paralog13'])	[(8, 0.7441113490364025), (7, 0.21734475374732334), (6, 0.027837259100642397), (5, 0.008565310492505354), (9, 0.0021413276231263384)]
frozenset(['paralog13', 'paralog08'])	[(8, 0.7548179871520343), (7, 0.21306209850107066), (6, 0.021413276231263382), (5, 0.008565310492505354), (9, 0.0021413276231263384)]
frozenset(['paralog13', 'paralog11'])	[(8, 0.6523605150214592), (7, 0.25858369098712447), (9, 0.05257510729613734), (6, 0.028969957081545063), (5, 0.004291845493562232), (10, 0.003218884120171674)]
frozenset(['paralog04', 'paralog03'])	[(8, 0.5749464668094219), (7, 0.284796573875803), (9, 0.07922912205567452), (10, 0.03961456102783726), (6, 0.020342612419700215), (11, 0.0010706638115631692)]
frozenset(['paralog07', 'paralog03'])	[(8, 0.5802997858672377), (7, 0.278372591006424), (9, 0.08029978586723768), (10, 0.03961456102783726), (6, 0.020342612419700215), (11, 0.0010706638115631692)]
frozenset(['paralog14', 'paralog12'])	[(8, 0.6551724137931034), (9, 0.18211206896551724), (7, 0.14870689655172414), (6, 0.01293103448275862), (10, 0.0010775862068965517)]
frozenset(['paralog14', 'paralog09'])	[(8, 0.665948275862069), (9, 0.18318965517241378), (7, 0.13254310344827586), (6, 0.014008620689655173), (5, 0.003232758620689655), (10, 0.0010775862068965517)]
frozenset(['paralog15', 'paralog12'])	[(9, 0.3427027027027027), (6, 0.22162162162162163), (10, 0.21945945945945947), (8, 0.10270270270270271), (5, 0.08432432432432432), (7, 0.018378378378378378), (11, 0.006486486486486486), (4, 0.004324324324324324)]
frozenset(['paralog15', 'paralog09'])	[(9, 0.3362162162162162), (10, 0.22702702702702704), (6, 0.22486486486486487), (8, 0.09945945945945946), (5, 0.08324324324324324), (7, 0.018378378378378378), (11, 0.006486486486486486), (4, 0.004324324324324324)]
frozenset(['paralog13', 'paralog10'])	[(9, 0.575107296137339), (8, 0.29506437768240346), (7, 0.0890557939914163), (6, 0.019313304721030045), (5, 0.008583690987124463), (10, 0.008583690987124463), (4, 0.004291845493562232)]
frozenset(['paralog05', 'paralog04'])	[(9, 0.6748140276301806), (8, 0.29330499468650373), (7, 0.02975557917109458), (10, 0.0010626992561105207), (6, 0.0010626992561105207)]
frozenset(['paralog05', 'paralog07'])	[(9, 0.6829787234042554), (8, 0.2851063829787234), (7, 0.029787234042553193), (10, 0.0010638297872340426), (6, 0.0010638297872340426)]
frozenset(['paralog04', 'paralog08'])	[(9, 0.6843783209351754), (8, 0.2911795961742827), (7, 0.022316684378320937), (10, 0.0010626992561105207), (6, 0.0010626992561105207)]
frozenset(['paralog07', 'paralog08'])	[(9, 0.6925531914893617), (8, 0.28297872340425534), (7, 0.022340425531914895), (10, 0.0010638297872340426), (6, 0.0010638297872340426)]
frozenset(['paralog04', 'paralog11'])	[(9, 0.6109324758842444), (8, 0.3161843515541265), (10, 0.04501607717041801), (7, 0.02679528403001072), (11, 0.0010718113612004287)]
frozenset(['paralog07', 'paralog11'])	[(9, 0.6184351554126474), (8, 0.3086816720257235), (10, 0.04501607717041801), (7, 0.02679528403001072), (11, 0.0010718113612004287)]
frozenset(['paralog04', 'paralog10'])	[(10, 0.5305466237942122), (9, 0.3354769560557342), (8, 0.08896034297963558), (7, 0.02679528403001072), (6, 0.00964630225080386), (11, 0.007502679528403001), (5, 0.0010718113612004287)]
frozenset(['paralog07', 'paralog10'])	[(10, 0.5369774919614148), (9, 0.33011789924973206), (8, 0.08788853161843516), (7, 0.02679528403001072), (6, 0.00964630225080386), (11, 0.007502679528403001), (5, 0.0010718113612004287)]
frozenset(['paralog12', 'paralog13'])	[(10, 0.5728155339805825), (9, 0.34735706580366776), (8, 0.05717367853290183), (7, 0.017259978425026967), (6, 0.005393743257820928)]
frozenset(['paralog09', 'paralog13'])	[(10, 0.5814455231930961), (9, 0.33872707659115425), (8, 0.05393743257820928), (7, 0.020496224379719527), (6, 0.005393743257820928)]
frozenset(['paralog04', 'paralog12'])	[(11, 0.5258620689655172), (10, 0.3793103448275862), (9, 0.07758620689655173), (8, 0.016163793103448277), (7, 0.0010775862068965517)]
frozenset(['paralog04', 'paralog09'])	[(11, 0.5334051724137931), (10, 0.375), (9, 0.07004310344827586), (8, 0.01939655172413793), (7, 0.0021551724137931034)]
frozenset(['paralog07', 'paralog12'])	[(11, 0.5323275862068966), (10, 0.3739224137931034), (9, 0.07650862068965517), (8, 0.016163793103448277), (7, 0.0010775862068965517)]
frozenset(['paralog07', 'paralog09'])	[(11, 0.5398706896551724), (10, 0.36961206896551724), (9, 0.06896551724137931), (8, 0.01939655172413793), (7, 0.0021551724137931034)]
