frozenset(['paralog04', 'paralog07'])	[(1, 0.992992992992993), (2, 0.007007007007007007)]
frozenset(['paralog05', 'paralog08'])	[(1, 0.98), (2, 0.02)]
frozenset(['paralog12', 'paralog09'])	[(1, 0.9818548387096774), (2, 0.015120967741935484), (3, 0.0030241935483870967)]
frozenset(['paralog03', 'paralog11'])	[(2, 0.8276553106212425), (1, 0.16332665330661322), (3, 0.008016032064128256), (4, 0.001002004008016032)]
frozenset(['paralog06', 'paralog08'])	[(2, 0.9799398194583752), (1, 0.01905717151454363), (3, 0.0010030090270812437)]
frozenset(['paralog05', 'paralog06'])	[(2, 0.9979939819458375), (1, 0.0010030090270812437), (3, 0.0010030090270812437)]
frozenset(['paralog09', 'paralog10'])	[(2, 0.9143145161290323), (3, 0.0715725806451613), (1, 0.014112903225806451)]
frozenset(['paralog12', 'paralog10'])	[(2, 0.9274193548387096), (3, 0.0715725806451613), (1, 0.0010080645161290322)]
frozenset(['paralog14', 'paralog02'])	[(2, 0.9026104417670683), (3, 0.0963855421686747), (4, 0.001004016064257028)]
frozenset(['paralog10', 'paralog11'])	[(2, 0.822), (3, 0.176), (1, 0.001), (4, 0.001)]
frozenset(['paralog04', 'paralog13'])	[(2, 0.7114026236125126), (3, 0.28557013118062563), (4, 0.0030272452068617556)]
frozenset(['paralog07', 'paralog13'])	[(2, 0.704040404040404), (3, 0.29292929292929293), (4, 0.0030303030303030303)]
frozenset(['paralog14', 'paralog13'])	[(3, 0.5098241985522234), (2, 0.4891416752843847), (4, 0.001034126163391934)]
frozenset(['paralog15', 'paralog13'])	[(2, 0.44575725026852847), (1, 0.18152524167561762), (6, 0.16004296455424274), (5, 0.11493018259935553), (3, 0.08270676691729323), (4, 0.013963480128893663), (7, 0.0010741138560687433)]
frozenset(['paralog01', 'paralog02'])	[(3, 0.928928928928929), (2, 0.06006006006006006), (4, 0.011011011011011011)]
frozenset(['paralog10', 'paralog03'])	[(3, 0.9779559118236473), (4, 0.01603206412825651), (2, 0.006012024048096192)]
frozenset(['paralog14', 'paralog15'])	[(2, 0.3802363050483351), (3, 0.32545649838882923), (5, 0.16004296455424274), (4, 0.1288936627282492), (1, 0.00322234156820623), (6, 0.0021482277121374865)]
frozenset(['paralog12', 'paralog11'])	[(3, 0.8790322580645161), (4, 0.0967741935483871), (2, 0.024193548387096774)]
frozenset(['paralog09', 'paralog11'])	[(3, 0.8941532258064516), (4, 0.09879032258064516), (2, 0.007056451612903226)]
frozenset(['paralog04', 'paralog14'])	[(3, 0.5595482546201233), (4, 0.43634496919917864), (2, 0.003080082135523614), (5, 0.001026694045174538)]
frozenset(['paralog07', 'paralog14'])	[(3, 0.5519013360739979), (4, 0.44398766700924974), (2, 0.003083247687564234), (5, 0.0010277492291880781)]
frozenset(['paralog06', 'paralog03'])	[(3, 0.6471215351812367), (4, 0.2697228144989339), (5, 0.07356076759061833), (6, 0.007462686567164179), (7, 0.0021321961620469083)]
frozenset(['paralog15', 'paralog02'])	[(4, 0.4822771213748657), (3, 0.4414607948442535), (2, 0.05477980665950591), (5, 0.021482277121374866)]
frozenset(['paralog13', 'paralog02'])	[(4, 0.5825545171339563), (3, 0.40602284527518173), (5, 0.009345794392523364), (2, 0.0020768431983385254)]
frozenset(['paralog12', 'paralog03'])	[(4, 0.9161616161616162), (3, 0.07878787878787878), (2, 0.0030303030303030303), (5, 0.00202020202020202)]
frozenset(['paralog09', 'paralog03'])	[(4, 0.9323232323232323), (3, 0.06565656565656566), (5, 0.00202020202020202)]
frozenset(['paralog07', 'paralog15'])	[(3, 0.5037593984962406), (7, 0.1611170784103115), (2, 0.11707841031149302), (6, 0.11385606874328678), (4, 0.079484425349087), (5, 0.01611170784103115), (1, 0.007518796992481203), (8, 0.0010741138560687433)]
