frozenset(['paralog05', 'paralog06'])	[(9, 0.5378787878787878), (8, 0.3430735930735931), (7, 0.08116883116883117), (6, 0.021645021645021644), (5, 0.01406926406926407), (4, 0.0010822510822510823), (10, 0.0010822510822510823)]
frozenset(['paralog15', 'paralog13'])	[(9, 0.5313852813852814), (8, 0.2554112554112554), (10, 0.14177489177489178), (7, 0.046536796536796536), (6, 0.011904761904761904), (5, 0.010822510822510822), (4, 0.0010822510822510823), (11, 0.0010822510822510823)]
frozenset(['paralog01', 'paralog12'])	[(10, 0.4611171960569551), (9, 0.24644030668127054), (8, 0.1741511500547645), (7, 0.06681270536692223), (5, 0.028477546549835708), (6, 0.013143483023001095), (11, 0.008762322015334063), (4, 0.001095290251916758)]
frozenset(['paralog07', 'paralog03'])	[(9, 0.5957193816884662), (10, 0.2984542211652794), (8, 0.09155766944114149), (7, 0.013079667063020214), (4, 0.0011890606420927466)]
frozenset(['paralog07', 'paralog10'])	[(9, 0.5938242280285035), (10, 0.3004750593824228), (8, 0.09144893111638955), (7, 0.013064133016627079), (4, 0.0011876484560570072)]
frozenset(['paralog15', 'paralog08'])	[(10, 0.48968512486427795), (9, 0.36373507057546145), (8, 0.0998914223669924), (7, 0.026058631921824105), (6, 0.016286644951140065), (5, 0.002171552660152009), (11, 0.002171552660152009)]
frozenset(['paralog05', 'paralog15'])	[(10, 0.5379609544468547), (9, 0.34490238611713664), (8, 0.07917570498915401), (7, 0.021691973969631236), (6, 0.014099783080260303), (5, 0.0010845986984815619), (11, 0.0010845986984815619)]
frozenset(['paralog07', 'paralog13'])	[(10, 0.529923830250272), (9, 0.2589771490750816), (11, 0.13928182807399347), (8, 0.04787812840043525), (7, 0.011969532100108813), (6, 0.009793253536452665), (5, 0.002176278563656148)]
frozenset(['paralog01', 'paralog03'])	[(10, 0.5980975029726516), (11, 0.2984542211652794), (9, 0.09155766944114149), (8, 0.011890606420927468)]
frozenset(['paralog01', 'paralog10'])	[(10, 0.5961995249406176), (11, 0.3004750593824228), (9, 0.09144893111638955), (8, 0.011876484560570071)]
frozenset(['paralog07', 'paralog08'])	[(11, 0.48799126637554585), (10, 0.36681222707423583), (9, 0.09934497816593886), (8, 0.026200873362445413), (7, 0.016375545851528384), (6, 0.002183406113537118), (5, 0.001091703056768559)]
frozenset(['paralog05', 'paralog07'])	[(11, 0.5354416575790621), (10, 0.346782988004362), (9, 0.07960741548527808), (8, 0.022900763358778626), (7, 0.013086150490730643), (4, 0.0010905125408942203), (6, 0.0010905125408942203)]
frozenset(['paralog01', 'paralog13'])	[(11, 0.5331882480957563), (10, 0.2589771490750816), (12, 0.1381936887921654), (9, 0.046789989118607184), (8, 0.011969532100108813), (7, 0.009793253536452665), (6, 0.001088139281828074)]
frozenset(['paralog01', 'paralog08'])	[(12, 0.48799126637554585), (11, 0.36790393013100436), (10, 0.09934497816593886), (9, 0.027292576419213975), (8, 0.015283842794759825), (7, 0.002183406113537118)]
frozenset(['paralog05', 'paralog01'])	[(12, 0.5365321701199564), (11, 0.3446019629225736), (10, 0.08287895310796074), (9, 0.021810250817884406), (8, 0.013086150490730643), (7, 0.0010905125408942203)]
